activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,38060,WA,53053,53053001200,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,1,125000,28,9.125,2.9,1,5600,1800,2800,800,200,240,0,0,2,2,2,2,446429,1,1,3,5,1,1,58000,44,1,1,2,1,1,1,1,1,1,1,1,1,1,1,25-34,35-44,No,No,1,1
2024,12060,AZ,4027,40270000500,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Male,1,1,495000,85,7.625,1.3,1,13200,3800,6600,1700,900,360,0,0,2,2,2,2,582353,1,1,3,5,1,1,140000,26,1,3,1,2,1,3,2,5,1,3,1,1,1,3,45-54,35-44,No,No,1,1
2024,14460,CO,8069,80690000100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,425000,72,6.75,0.7,1,12100,3400,6100,1550,850,360,0,0,2,2,2,2,590278,1,1,3,5,1,1,150000,22,1,1,2,2,1,1,5,5,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,33100,CA,6085,6085010101,VA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,105000,16,8.5,2.4,1,4900,1600,2400,700,200,180,0,0,2,2,2,2,656250,1,1,3,5,1,1,70000,35,3,3,4,4,3,3,7,7,3,3,3,3,3,3,8888,8888,,,1,1
2024,19820,MI,26099,26099000500,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,205000,100,6.375,0.2,1,7800,2300,3900,950,500,360,0,0,2,2,2,2,205000,1,1,1,5,1,1,58000,25,1,1,2,2,1,1,3,3,1,1,1,1,1,1,35-44,25-34,No,No,1,1
2024,45220,OR,41005,41005000300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,285000,78,8.25,1.7,1,8100,2300,4100,1050,450,360,0,0,2,2,2,2,365385,1,1,3,5,1,1,75000,34,1,3,1,2,1,3,5,5,1,3,1,1,1,3,25-34,35-44,No,No,1,1
2024,12540,NC,37063,37063000100,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,335000,92,7.875,1.5,1,9200,2700,4300,1100,550,360,0,0,2,2,2,2,364130,1,1,3,5,1,1,82000,33,1,1,2,2,1,1,2,2,1,1,1,1,1,1,35-44,25-34,No,No,1,1
2024,42660,PA,42007,42007000100,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,1,85000,14,9.125,3.0,1,4000,1300,2000,600,150,180,0,0,2,2,2,2,607143,1,1,3,5,1,1,65000,37,1,1,2,4,1,1,4,4,1,1,1,1,1,1,55-64,45-54,Yes,No,1,1
2024,22020,MA,25023,25023000300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,1,1,375000,68,7.5,1.2,1,10800,3100,5400,1400,700,360,0,0,2,2,2,2,551471,1,1,3,5,1,1,115000,29,1,3,1,3,1,3,3,3,1,3,1,1,1,3,35-44,35-44,No,No,1,1
2024,41180,NV,32003,32003000300,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,425000,80,6.875,0.8,1,11800,3400,5900,1500,800,360,0,0,2,2,2,2,531250,1,1,3,5,1,1,130000,25,1,1,2,2,1,1,5,5,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,36740,TN,47093,47093000100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,255000,73,7.75,1.3,1,7600,2200,3800,1000,500,360,0,0,2,2,2,2,349315,1,1,3,5,1,1,85000,31,3,3,4,4,3,3,7,7,3,3,3,3,3,3,8888,8888,,,1,1
2024,28140,GA,13057,13057000200,FHA:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,1,145000,32,8.875,2.7,1,6200,2000,3100,900,250,240,0,0,2,2,2,2,453125,1,1,3,5,1,1,62000,42,1,1,2,1,1,1,1,1,1,1,1,1,1,1,25-34,35-44,No,No,1,1
2024,38060,WA,53033,53033001800,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Male,1,1,685000,78,6.625,0.6,1,15800,4600,7900,2000,1100,360,0,0,2,2,2,2,878205,1,1,3,5,1,1,185000,23,1,3,1,2,1,3,2,5,1,3,1,1,1,3,35-44,35-44,No,No,1,1
2024,12060,AZ,4019,40190000100,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,55000,10,9.375,3.2,1,2800,1000,1400,400,50,120,0,0,2,2,2,2,550000,1,1,3,5,1,1,48000,40,1,1,2,2,1,1,5,5,1,1,1,1,1,1,65-74,45-54,Yes,No,1,1
