activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,"New York-Johnstown-Elmira, NY",,2,30.0,First Mortgage,Single Family,,Asian,Male,Approved,Purchase,250000,0.5,6.1,0,0,0,1000,500,150,0,0,30,0,0,0,0,0,280000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,2,40.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,15000,0.2,6.6,0,0,0,800,400,100,0,0,15,0,0,0,0,0,18000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,25-34,25-34,0,0,Female,Female,Female,Female,25-34,25-34,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,2,50.0,First Mortgage,Single Family,,Hispanic or Latino,Male,Approved,Purchase,280000,0.7,6.3,0,0,0,1200,600,200,0,0,30,0,0,0,0,0,320000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,55-64,55-64,0,0,Male,Male,Male,Male,55-64,55-64,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,2,60.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,10000,0.3,6.9,0,0,0,600,300,80,0,0,15,0,0,0,0,0,14000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,35-49,35-49,0,0,Female,Female,Female,Female,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,2,70.0,First Mortgage,Single Family,,Asian,Male,Approved,Purchase,190000,0.6,7.2,0,0,0,1000,500,150,0,0,30,0,0,0,0,0,220000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,25-34,25-34,0,0,Male,Male,Male,Male,25-34,25-34,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,2,80.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,16000,0.4,7.1,0,0,0,800,400,120,0,0,15,0,0,0,0,0,20000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,55-64,55-64,0,0,Female,Female,Female,Female,55-64,55-64,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,2,90.0,First Mortgage,Single Family,,Hispanic or Latino,Male,Approved,Purchase,240000,0.5,6.4,0,0,0,1200,600,200,0,0,30,0,0,0,0,0,280000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,3,10.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,12000,0.2,6.8,0,0,0,800,400,100,0,0,15,0,0,0,0,0,15000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,25-34,25-34,0,0,Female,Female,Female,Female,25-34,25-34,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,3,20.0,First Mortgage,Single Family,,Asian,Male,Approved,Purchase,300000,0.7,7.6,0,0,0,1500,750,250,0,0,30,0,0,0,0,0,360000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,3,30.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,18000,0.3,6.2,0,0,0,1000,500,120,0,0,15,0,0,0,0,0,22000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,55-64,55-64,0,0,Female,Female,Female,Female,55-64,55-64,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,3,40.0,First Mortgage,Single Family,,Hispanic or Latino,Male,Approved,Purchase,220000,0.6,6.8,0,0,0,1200,600,200,0,0,30,0,0,0,0,0,260000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,3,50.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,14000,0.4,7.5,0,0,0,800,400,100,0,0,15,0,0,0,0,0,17000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,25-34,25-34,0,0,Female,Female,Female,Female,25-34,25-34,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,3,60.0,First Mortgage,Single Family,,Asian,Male,Approved,Purchase,280000,0.5,6.6,0,0,0,1000,500,200,0,0,30,0,0,0,0,0,300000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,55-64,55-64,0,0,Male,Male,Male,Male,55-64,55-64,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,3,70.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,11000,0.3,6.9,0,0,0,600,300,80,0,0,15,0,0,0,0,0,14000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,35-49,35-49,0,0,Female,Female,Female,Female,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,3,80.0,First Mortgage,Single Family,,Hispanic or Latino,Male,Approved,Purchase,240000,0.7,7.3,0,0,0,1500,750,250,0,0,30,0,0,0,0,0,280000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,3,90.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,16000,0.4,6.1,0,0,0,800,400,100,0,0,15,0,0,0,0,0,20000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,25-34,25-34,0,0,Female,Female,Female,Female,25-34,25-34,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,4,10.0,First Mortgage,Single Family,,Asian,Male,Approved,Purchase,220000,0.6,6.9,0,0,0,1200,600,200,0,0,30,0,0,0,0,0,260000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,4,20.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,14000,0.2,6.4,0,0,0,600,300,80,0,0,15,0,0,0,0,0,17000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,55-64,55-64,0,0,Female,Female,Female,Female,55-64,55-64,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,4,30.0,First Mortgage,Single Family,,Hispanic or Latino,Male,Approved,Purchase,300000,0.7,7.1,0,0,0,1500,750,250,0,0,30,0,0,0,0,0,360000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,4,40.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,12000,0.4,7.4,0,0,0,800,400,100,0,0,15,0,0,0,0,0,15000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,55-64,55-64,0,0,Female,Female,Female,Female,55-64,55-64,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,4,50.0,First Mortgage,Single Family,,Asian,Male,Approved,Purchase,250000,0.5,6.5,0,0,0,1000,500,200,0,0,30,0,0,0,0,0,280000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,4,60.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,18000,0.3,6.6,0,0,0,600,300,80,0,0,15,0,0,0,0,0,22000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,25-34,25-34,0,0,Female,Female,Female,Female,25-34,25-34,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,4,70.0,First Mortgage,Single Family,,Hispanic or Latino,Male,Approved,Purchase,280000,0.6,6.3,0,0,0,1200,600,200,0,0,30,0,0,0,0,0,320000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,55-64,55-64,0,0,Male,Male,Male,Male,55-64,55-64,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,4,80.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,15000,0.2,6.9,0,0,0,800,400,100,0,0,15,0,0,0,0,0,18000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,35-49,35-49,0,0,Female,Female,Female,Female,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,4,90.0,First Mortgage,Single Family,,Asian,Male,Approved,Purchase,240000,0.5,6.4,0,0,0,1200,600,200,0,0,30,0,0,0,0,0,280000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,5,10.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,18000,0.4,7.2,0,0,0,800,400,100,0,0,15,0,0,0,0,0,22000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,25-34,25-34,0,0,Female,Female,Female,Female,25-34,25-34,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,5,20.0,First Mortgage,Single Family,,Hispanic or Latino,Male,Approved,Purchase,300000,0.7,6.1,0,0,0,1500,750,250,0,0,30,0,0,0,0,0,360000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,5,30.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,16000,0.2,6.5,0,0,0,600,300,80,0,0,15,0,0,0,0,0,20000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,55-64,55-64,0,0,Female,Female,Female,Female,55-64,55-64,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,5,40.0,First Mortgage,Single Family,,Asian,Male,Approved,Purchase,220000,0.6,6.8,0,0,0,1200,600,200,0,0,30,0,0,0,0,0,260000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,5,50.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,14000,0.3,6.3,0,0,0,800,400,100,0,0,15,0,0,0,0,0,17000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,55-64,55-64,0,0,Female,Female,Female,Female,55-64,55-64,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,5,60.0,First Mortgage,Single Family,,Hispanic or Latino,Male,Approved,Purchase,280000,0.5,6.9,0,0,0,1500,750,250,0,0,30,0,0,0,0,0,320000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,5,70.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,15000,0.4,6.4,0,0,0,600,300,80,0,0,15,0,0,0,0,0,18000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,25-34,25-34,0,0,Female,Female,Female,Female,25-34,25-34,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,5,80.0,First Mortgage,Single Family,,Asian,Male,Approved,Purchase,240000,0.6,7.6,0,0,0,1200,600,200,0,0,30,0,0,0,0,0,280000,Site Built Single Family,Primary Residence,Not Secured,0,1,0,0,1,0,1,0,35-49,35-49,0,0,Male,Male,Male,Male,35-49,35-49,0,0,Application,,,,
2024,"New York-Johnstown-Elmira, NY",,5,90.0,Home Equity,Single Family,,Non-Hispanic White,Female,Approved,Home Improvement,18000,0.3,6.1,0,0,0,800,400,100,0,0,15,0,0,0,0,0,22000,Site Built Single Family,Investment Property,Not Secured,0,1,0,0,0,0,0,0,55-64,55-64,0,0,Female,Female,Female,Female,55-64,55-64,0,0,Application,,,,
2024,"New York-Newark-Jersey City, NY-NJ-PA",22,5001,16001.0,Conventional,"1-Unit, Attached",Asian,Asian,1,Approved,Home Purchase,250000,0.8,4.5,0,0,0,0,0,0,0,15,30,1,0,0,0,250000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,60000,25,Male,Female,Male,Female,42,40,0,0,2024-02-01,Bank,,,,,,,,,,,
2024,"Los Angeles-Long Beach-Anaheim, CA",06,6101,5001.0,FHA,"1-Unit, Attached",White,White,1,Approved,Home Purchase,220000,0.7,4.0,0,0,0,0,0,0,0,12,36,1,0,0,0,220000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,55000,28,Female,Male,Female,Male,38,36,0,0,2024-03-01,Mortgage Banker,,,,,,,,,,,
2024,"Chicago-Naperville-Elgin, IL-IN-WI",17,17001,14001.0,VA,"1-Unit, Attached",Hispanic,Hispanic,1,Approved,Home Purchase,280000,0.9,4.2,0,0,0,0,0,0,0,18,60,1,0,0,0,280000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,70000,30,Male,Female,Male,Female,45,42,0,0,2024-01-01,Credit Union,,,,,,,,,,,
2024,"Dallas-Fort Worth-Arlington, TX",48,48001,8001.0,Conventional,"1-Unit, Attached",Asian,Asian,2,Approved,Home Purchase,320000,0.85,4.8,0,0,0,0,0,0,0,20,90,1,0,0,0,320000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,2,1,80000,32,Female,Male,Female,Male,48,46,0,0,2024-04-01,Mortgage Banker,,,,,,,,,,,
2024,"Houston-The Woodlands-Sugar Land, TX",48,48101,10001.0,FHA,"1-Unit, Attached",White,White,1,Approved,Home Purchase,200000,0.75,4.2,0,0,0,0,0,0,0,15,54,1,0,0,0,200000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,45000,25,Male,Female,Male,Female,40,38,0,0,2024-05-01,Bank,,,,,,,,,,,
2024,"Washington-Arlington-Alexandria, DC-VA-MD",24,24001,12001.0,VA,"1-Unit, Attached",Black,Black,1,Approved,Home Purchase,300000,0.95,4.5,0,0,0,0,0,0,0,22,72,1,0,0,0,300000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,65000,31,Female,Male,Female,Male,43,41,0,0,2024-06-01,Credit Union,,,,,,,,,,,
2024,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42,42001,18001.0,Conventional,"1-Unit, Attached",Asian,Asian,2,Approved,Home Purchase,380000,0.9,4.6,0,0,0,0,0,0,0,25,95,1,0,0,0,380000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,2,1,85000,35,Male,Female,Male,Female,50,48,0,0,2024-07-01,Mortgage Banker,,,,,,,,,,,
2024,"Miami-Fort Lauderdale-West Palm Beach, FL",12,12001,5001.0,FHA,"1-Unit, Attached",Hispanic,Hispanic,1,Approved,Home Purchase,240000,0.7,4.1,0,0,0,0,0,0,0,18,63,1,0,0,0,240000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,50000,27,Female,Male,Female,Male,39,37,0,0,2024-08-01,Bank,,,,,,,,,,,
2024,"San Francisco-Oakland-Berkeley, CA",08,8001,14001.0,Conventional,"1-Unit, Attached",White,White,1,Approved,Home Purchase,420000,0.85,4.3,0,0,0,0,0,0,0,28,98,1,0,0,0,420000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,90000,34,Male,Female,Male,Female,46,44,0,0,2024-09-01,Credit Union,,,,,,,,,,,
2024,"Atlanta-Sandy Springs-Alpharetta, GA",13,13001,6001.0,VA,"1-Unit, Attached",Black,Black,1,Approved,Home Purchase,290000,0.95,4.4,0,0,0,0,0,0,0,20,70,1,0,0,0,290000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,60000,29,Female,Male,Female,Male,41,39,0,0,2024-10-01,Mortgage Banker,,,,,,,,,,,
2024,"Boston-Cambridge-Nashua, MA-NH",25,25001,10001.0,FHA,"1-Unit, Attached",White,White,1,Approved,Home Purchase,260000,0.8,4.0,0,0,0,0,0,0,0,20,60,1,0,0,0,260000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,55000,26,Male,Female,Male,Female,40,38,0,0,2024-11-01,Bank,,,,,,,,,,,
2024,"Denver-Aurora-Lakewood, CO",08,8001,6001.0,Conventional,"1-Unit, Attached",Asian,Asian,2,Approved,Home Purchase,360000,0.9,4.5,0,0,0,0,0,0,0,25,90,1,0,0,0,360000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,2,1,75000,33,Female,Male,Female,Male,49,47,0,0,2024-12-01,Credit Union,,,,,,,,,,,
2024,"St. Louis, MO-IL",29,29001,7001.0,VA,"1-Unit, Attached",White,White,1,Approved,Home Purchase,240000,0.95,4.3,0,0,0,0,0,0,0,18,60,1,0,0,0,240000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,45000,24,Male,Female,Male,Female,38,36,0,0,2024-01-01,Mortgage Banker,,,,,,,,,,,
2024,"Raleigh-Durham-Chapel Hill, NC",37,37001,10001.0,FHA,"1-Unit, Attached",Black,Black,1,Approved,Home Purchase,220000,0.75,4.1,0,0,0,0,0,0,0,15,51,1,0,0,0,220000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,40000,22,Female,Male,Female,Male,35,33,0,0,2024-02-01,Bank,,,,,,,,,,,
2024,"Indianapolis-Carmel-Anderson, IN",18,18001,6001.0,Conventional,"1-Unit, Attached",Hispanic,Hispanic,2,Approved,Home Purchase,280000,0.85,4.4,0,0,0,0,0,0,0,20,80,1,0,0,0,280000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,2,1,60000,27,Male,Female,Male,Female,41,39,0,0,2024-03-01,Credit Union,,,,,,,,,,,
2024,"Jacksonville, FL",12,12001,8001.0,VA,"1-Unit, Attached",White,White,1,Approved,Home Purchase,290000,0.9,4.5,0,0,0,0,0,0,0,22,65,1,0,0,0,290000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,55000,28,Female,Male,Female,Male,42,40,0,0,2024-04-01,Mortgage Banker,,,,,,,,,,,
2024,"San Jose-Sunnyvale-Santa Clara, CA",08,8001,14001.0,Conventional,"1-Unit, Attached",Asian,Asian,2,Approved,Home Purchase,380000,0.85,4.2,0,0,0,0,0,0,0,25,92,1,0,0,0,380000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,2,1,75000,32,Male,Female,Male,Female,46,44,0,0,2024-05-01,Bank,,,,,,,,,,,
2024,"Austin-Round Rock, TX",48,48101,10001.0,FHA,"1-Unit, Attached",Hispanic,Hispanic,1,Approved,Home Purchase,240000,0.75,4.0,0,0,0,0,0,0,0,18,56,1,0,0,0,240000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,40000,23,Female,Male,Female,Male,36,34,0,0,2024-06-01,Credit Union,,,,,,,,,,,
2024,"Virginia Beach-Norfolk, VA",51,51001,7001.0,Conventional,"1-Unit, Attached",White,White,2,Approved,Home Purchase,320000,0.85,4.3,0,0,0,0,0,0,0,25,85,1,0,0,0,320000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,2,1,70000,31,Male,Female,Male,Female,43,41,0,0,2024-07-01,Mortgage Banker,,,,,,,,,,,
2024,"Seattle-Tacoma-Bellevue, WA",53,53001,12001.0,FHA,"1-Unit, Attached",Asian,Asian,1,Approved,Home Purchase,420000,0.8,4.1,0,0,0,0,0,0,0,28,62,1,0,0,0,420000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,55000,29,Female,Male,Female,Male,41,39,0,0,2024-08-01,Bank,,,,,,,,,,,
2024,"Columbus, OH",39,39001,10001.0,VA,"1-Unit, Attached",Black,Black,1,Approved,Home Purchase,260000,0.95,4.4,0,0,0,0,0,0,0,20,60,1,0,0,0,260000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,1,0,50000,25,Male,Female,Male,Female,39,37,0,0,2024-09-01,Credit Union,,,,,,,,,,,
2024,"Charlotte-Concord-Gastonia, NC-SC",37,37001,7001.0,Conventional,"1-Unit, Attached",Hispanic,Hispanic,2,Approved,Home Purchase,310000,0.9,4.5,0,0,0,0,0,0,0,25,80,1,0,0,0,310000,Site Built Single Family Home,Primary Residence,Manufactured Home Secured Property,Manufactured Home Land Property Interest,2,1,65000,30,Male,Female,Male,Female,44,42,0,0,2024-10-01,Mortgage Banker,,,,,,,,,,,
