activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,"Boston-Cambridge-Nashua, MA-NH",MA,061,48001000200,Purchase,Single-Family,White,Asian,Female,Approved,Home Purchase,780000,70,7.25,2.25,No HOPE Loan,798000,18000,5000,0,0,360,15,12,No,No,No,0,160000,Site-Built,Occasionally Occupied,Manufactured Home,Manufactured Home,1,0,105000,42,1.5,FICO,FICO,White,White,Female,Female,Female,Female,56,56,0,0,Mail,Lender,,,,,
2024,"Detroit-Warren-Dearborn, MI",MI,061,48001000200,Refinance,Single-Family,Hispanic or Latino,Black or African American,Male,Approved,Refinance,460000,85,7.5,2.5,No HOPE Loan,492000,14000,4000,0,0,360,12,12,Yes,Yes,Yes,0,190000,Site-Built,Occasionally Occupied,Manufactured Home,Manufactured Home,1,0,80000,24,1.5,FICO,FICO,Hispanic or Latino,Hispanic or Latino,Male,Male,Male,Male,63,63,0,0,In-Person,Borrower,,,,,
2024,"St. Louis, MO-IL",MO,113,48001000200,Purchase,Single-Family,American Indian or Alaska Native,Asian,Female,Approved,Home Purchase,530000,75,7.75,3.25,No HOPE Loan,548000,16000,5000,0,0,360,15,12,No,No,No,0,120000,Site-Built,Occasionally Occupied,Manufactured Home,Manufactured Home,1,0,92000,40,1.5,FICO,FICO,American Indian or Alaska Native,American Indian or Alaska Native,Female,Female,Female,Female,51,51,0,0,Online,Borrower,,,,,
2024,"Riverside-San Bernardino-Ontario, CA",CA,031,48001000200,Refinance,Single-Family,White,White,Male,Approved,Refinance,430000,80,7.5,2.5,No HOPE Loan,438000,10000,3000,0,0,360,12,12,Yes,Yes,Yes,0,210000,Site-Built,Occasionally Occupied,Manufactured Home,Manufactured Home,1,0,79000,29,1.5,FICO,FICO,White,White,Male,Male,Male,Male,68,68,0,0,Mail,Lender,,,,,
2024,"Columbus, OH",OH,061,48001000200,Purchase,Single-Family,Hispanic or Latino,Black or African American,Female,Approved,Home Purchase,640000,70,7.25,2.25,No HOPE Loan,652000,16000,5000,0,0,360,15,12,No,No,No,0,140000,Site-Built,Occasionally Occupied,Manufactured Home,Manufactured Home,1,0,98000,41,1.5,FICO,FICO,Hispanic or Latino,Hispanic or Latino,Female,Female,Female,Female,53,53,0,0,Online,Borrower,,,,,
2024,"Charlotte-Concord-Gastonia, NC-SC",NC,061,48001000200,Refinance,Single-Family,Asian,Asian,Male,Approved,Refinance,490000,80,7.5,2.5,No HOPE Loan,506000,14000,4000,0,0,360,12,12,Yes,Yes,Yes,0,230000,Site-Built,Occasionally Occupied,Manufactured Home,Manufactured Home,1,0,84000,26,1.5,FICO,FICO,Asian,Asian,Male,Male,Male,Male,69,69,0,0,In-Person,Borrower,,,,,
2024,"Seattle-Tacoma-Bellevue, WA",WA,081,48001000200,Purchase,Single-Family,White,White,Female,Approved,Home Purchase,810000,70,7.25,2.25,No HOPE Loan,822000,19000,5000,0,0,360,15,12,No,No,No,0,170000,Site-Built,Occasionally Occupied,Manufactured Home,Manufactured Home,1,0,110000,43,1.5,FICO,FICO,White,White,Female,Female,Female,Female,57,57,0,0,Mail,Lender,,,,,
2024,"Denver-Aurora-Lakewood, CO",CO,061,48001000200,Refinance,Single-Family,Hispanic or Latino,Asian,Male,Approved,Refinance,520000,80,7.5,2.5,No HOPE Loan,538000,14000,4000,0,0,360,12,12,Yes,Yes,Yes,0,240000,Site-Built,Occasionally Occupied,Manufactured Home,Manufactured Home,1,0,86000,27,1.5,FICO,FICO,Hispanic or Latino,Hispanic or Latino,Male,Male,Male,Male,70,70,0,0,In-Person,Borrower,,,,,
2024,"Nashville-Davidson--Murfreesboro--Franklin, TN",TN,061,48001000200,Purchase,Single-Family,White,Asian,Female,Approved,Home Purchase,860000,75,7.75,3.25,No HOPE Loan,874000,24000,6000,0,0,360,15,12,No,No,No,0,160000,Site-Built,Occasionally Occupied,Manufactured Home,Manufactured Home,1,0,112000,44,1.5,FICO,FICO,White,White,Female,Female,Female,Female,54,54,0,0,Online,Borrower,,,,,
2024,"Oklahoma City, OK",OK,061,48001000200,Refinance,Single-Family,Black or African American,Black or African American,Male,Approved,Refinance,450000,85,7.5,2.5,No HOPE Loan,465000,14000,4000,0,0,360,12,12,Yes,Yes,Yes,0,200000,Site-Built,Occasionally Occupied,Manufactured Home,Manufactured Home,1,0,81000,25,1.5,FICO,FICO,Black or African American,Black or African American,Male,Male,Male,Male,67,67,0,0,Mail,Lender,,,,,
