file_name,file_path,total_rows,bad_lines_count,bad_lines_pct,expected_columns,llm,model_run,run,domain,shot
kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_hatecrime_few_csv.csv,data/generated/kimi-k2-instruct-0905-run2/hatecrime/few/csv/kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_hatecrime_few_csv.csv,1007,0,0.0,20,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run2,2,hatecrime,few
kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_hatecrime_one_csv.csv,data/generated/kimi-k2-instruct-0905-run2/hatecrime/one/csv/kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_hatecrime_one_csv.csv,1003,5,0.4985044865403789,20,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run2,2,hatecrime,one
kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,data/generated/kimi-k2-instruct-0905-run2/hatecrime/zero/csv/kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,1026,0,0.0,20,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run2,2,hatecrime,zero
kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run2/lending/few/csv/kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_lending_few_csv.csv,1029,325,31.584062196307094,58,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run2,2,lending,few
kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/kimi-k2-instruct-0905-run2/lending/one/csv/kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_lending_one_csv.csv,1030,0,0.0,58,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run2,2,lending,one
kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_lending_zero_csv.csv,data/generated/kimi-k2-instruct-0905-run2/lending/zero/csv/kimi-k2-instruct-0905-run2-raw_finals_of_all_chunks_lending_zero_csv.csv,1041,178,17.098943323727188,58,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run2,2,lending,zero
kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_employment_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/employment/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_employment_few_csv.csv,1048,4,0.38167938931297707,18,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,employment,few
kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_employment_one_csv.csv,data/generated/kimi-k2-instruct-0905-run3/employment/one/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_employment_one_csv.csv,1044,0,0.0,18,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,employment,one
kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_employment_zero_csv.csv,data/generated/kimi-k2-instruct-0905-run3/employment/zero/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_employment_zero_csv.csv,1003,10,0.9970089730807578,18,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,employment,zero
kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_hatecrime_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/hatecrime/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_hatecrime_few_csv.csv,1012,0,0.0,20,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,hatecrime,few
kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_hatecrime_one_csv.csv,data/generated/kimi-k2-instruct-0905-run3/hatecrime/one/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_hatecrime_one_csv.csv,1047,0,0.0,20,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,hatecrime,one
kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,data/generated/kimi-k2-instruct-0905-run3/hatecrime/zero/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,1039,0,0.0,20,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,hatecrime,zero
kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/few/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_few_csv.csv,1034,453,43.810444874274665,58,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,few
kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/one/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_one_csv.csv,1017,3,0.2949852507374631,58,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,one
kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_zero_csv.csv,data/generated/kimi-k2-instruct-0905-run3/lending/zero/csv/kimi-k2-instruct-0905-run3-raw_finals_of_all_chunks_lending_zero_csv.csv,1050,220,20.952380952380953,58,kimi-k2-instruct-0905,kimi-k2-instruct-0905-run3,3,lending,zero
llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_employment_few_csv.csv,data/generated/llama-3.1-8b-instruct-run1/employment/few/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_employment_few_csv.csv,1018,63,6.18860510805501,18,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run1,1,employment,few
llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_employment_one_csv.csv,data/generated/llama-3.1-8b-instruct-run1/employment/one/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_employment_one_csv.csv,1009,70,6.937561942517344,18,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run1,1,employment,one
llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_employment_zero_csv.csv,data/generated/llama-3.1-8b-instruct-run1/employment/zero/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_employment_zero_csv.csv,1027,41,3.992210321324245,18,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run1,1,employment,zero
llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_hatecrime_few_csv.csv,data/generated/llama-3.1-8b-instruct-run1/hatecrime/few/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_hatecrime_few_csv.csv,1120,679,60.62499999999999,20,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run1,1,hatecrime,few
llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_hatecrime_one_csv.csv,data/generated/llama-3.1-8b-instruct-run1/hatecrime/one/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_hatecrime_one_csv.csv,1008,439,43.551587301587304,20,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run1,1,hatecrime,one
llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,data/generated/llama-3.1-8b-instruct-run1/hatecrime/zero/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,1015,185,18.226600985221676,20,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run1,1,hatecrime,zero
llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/llama-3.1-8b-instruct-run1/lending/few/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_lending_few_csv.csv,1030,46,4.466019417475728,58,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run1,1,lending,few
llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run1/lending/one/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_lending_one_csv.csv,1109,142,12.804328223624886,58,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run1,1,lending,one
llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_lending_zero_csv.csv,data/generated/llama-3.1-8b-instruct-run1/lending/zero/csv/llama-3.1-8b-instruct-run1-raw_finals_of_all_chunks_lending_zero_csv.csv,1048,84,8.015267175572518,58,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run1,1,lending,zero
llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_employment_few_csv.csv,data/generated/llama-3.1-8b-instruct-run2/employment/few/csv/llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_employment_few_csv.csv,1002,41,4.091816367265469,18,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run2,2,employment,few
llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_employment_one_csv.csv,data/generated/llama-3.1-8b-instruct-run2/employment/one/csv/llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_employment_one_csv.csv,1012,1,0.09881422924901186,18,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run2,2,employment,one
llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_employment_zero_csv.csv,data/generated/llama-3.1-8b-instruct-run2/employment/zero/csv/llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_employment_zero_csv.csv,1027,236,22.979552093476144,18,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run2,2,employment,zero
llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_hatecrime_few_csv.csv,data/generated/llama-3.1-8b-instruct-run2/hatecrime/few/csv/llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_hatecrime_few_csv.csv,1041,804,77.23342939481267,20,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run2,2,hatecrime,few
llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_hatecrime_one_csv.csv,data/generated/llama-3.1-8b-instruct-run2/hatecrime/one/csv/llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_hatecrime_one_csv.csv,1040,307,29.51923076923077,20,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run2,2,hatecrime,one
llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,data/generated/llama-3.1-8b-instruct-run2/hatecrime/zero/csv/llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,1049,300,28.59866539561487,20,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run2,2,hatecrime,zero
llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/llama-3.1-8b-instruct-run2/lending/few/csv/llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_lending_few_csv.csv,1089,55,5.05050505050505,58,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run2,2,lending,few
llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run2/lending/one/csv/llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_lending_one_csv.csv,1302,289,22.19662058371736,58,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run2,2,lending,one
llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_lending_zero_csv.csv,data/generated/llama-3.1-8b-instruct-run2/lending/zero/csv/llama-3.1-8b-instruct-run2-raw_finals_of_all_chunks_lending_zero_csv.csv,1152,141,12.239583333333332,58,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run2,2,lending,zero
llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_employment_few_csv.csv,data/generated/llama-3.1-8b-instruct-run3/employment/few/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_employment_few_csv.csv,1000,54,5.4,18,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,employment,few
llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_employment_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/employment/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_employment_one_csv.csv,1037,104,10.028929604628736,18,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,employment,one
llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_employment_zero_csv.csv,data/generated/llama-3.1-8b-instruct-run3/employment/zero/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_employment_zero_csv.csv,1040,88,8.461538461538462,18,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,employment,zero
llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_hatecrime_few_csv.csv,data/generated/llama-3.1-8b-instruct-run3/hatecrime/few/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_hatecrime_few_csv.csv,1024,690,67.3828125,20,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,hatecrime,few
llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_hatecrime_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/hatecrime/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_hatecrime_one_csv.csv,1006,655,65.10934393638172,20,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,hatecrime,one
llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,data/generated/llama-3.1-8b-instruct-run3/hatecrime/zero/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,1171,394,33.6464560204953,20,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,hatecrime,zero
llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/few/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_few_csv.csv,1025,7,0.6829268292682927,58,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,few
llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,1100,125,11.363636363636363,58,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_zero_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/zero/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_zero_csv.csv,1180,140,11.864406779661017,58,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,zero
qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_employment_few_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run1/employment/few/csv/qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_employment_few_csv.csv,1067,0,0.0,18,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run1,1,employment,few
qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_employment_one_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run1/employment/one/csv/qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_employment_one_csv.csv,1020,0,0.0,18,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run1,1,employment,one
qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_employment_zero_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run1/employment/zero/csv/qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_employment_zero_csv.csv,1010,0,0.0,18,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run1,1,employment,zero
qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_hatecrime_few_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run1/hatecrime/few/csv/qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_hatecrime_few_csv.csv,1040,8,0.7692307692307693,20,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run1,1,hatecrime,few
qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_hatecrime_one_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run1/hatecrime/one/csv/qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_hatecrime_one_csv.csv,1052,43,4.08745247148289,20,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run1,1,hatecrime,one
qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run1/hatecrime/zero/csv/qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,1032,20,1.937984496124031,20,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run1,1,hatecrime,zero
qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run1/lending/few/csv/qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_lending_few_csv.csv,1017,561,55.16224188790561,58,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run1,1,lending,few
qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run1/lending/one/csv/qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_lending_one_csv.csv,1016,591,58.169291338582674,58,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run1,1,lending,one
qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_lending_zero_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run1/lending/zero/csv/qwen3-coder-30b-a3b-instruct-run1-raw_finals_of_all_chunks_lending_zero_csv.csv,1010,497,49.20792079207921,58,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run1,1,lending,zero
qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_employment_few_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run2/employment/few/csv/qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_employment_few_csv.csv,1052,0,0.0,18,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run2,2,employment,few
qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_employment_one_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run2/employment/one/csv/qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_employment_one_csv.csv,1051,0,0.0,18,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run2,2,employment,one
qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_employment_zero_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run2/employment/zero/csv/qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_employment_zero_csv.csv,1018,0,0.0,18,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run2,2,employment,zero
qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_hatecrime_few_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run2/hatecrime/few/csv/qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_hatecrime_few_csv.csv,1033,2,0.1936108422071636,20,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run2,2,hatecrime,few
qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_hatecrime_one_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run2/hatecrime/one/csv/qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_hatecrime_one_csv.csv,1020,1,0.09803921568627451,20,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run2,2,hatecrime,one
qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run2/hatecrime/zero/csv/qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_hatecrime_zero_csv.csv,1006,19,1.8886679920477136,20,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run2,2,hatecrime,zero
qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_lending_few_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run2/lending/few/csv/qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_lending_few_csv.csv,1014,384,37.8698224852071,58,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run2,2,lending,few
qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run2/lending/one/csv/qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_lending_one_csv.csv,1003,542,54.03788634097707,58,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run2,2,lending,one
qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_lending_zero_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run2/lending/zero/csv/qwen3-coder-30b-a3b-instruct-run2-raw_finals_of_all_chunks_lending_zero_csv.csv,1036,333,32.142857142857146,58,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run2,2,lending,zero
qwen3-coder-30b-a3b-instruct-run3-raw_finals_of_all_chunks_employment_few_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run3/employment/few/csv/qwen3-coder-30b-a3b-instruct-run3-raw_finals_of_all_chunks_employment_few_csv.csv,1031,0,0.0,18,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run3,3,employment,few
qwen3-coder-30b-a3b-instruct-run3-raw_finals_of_all_chunks_employment_one_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run3/employment/one/csv/qwen3-coder-30b-a3b-instruct-run3-raw_finals_of_all_chunks_employment_one_csv.csv,1019,0,0.0,18,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run3,3,employment,one
qwen3-coder-30b-a3b-instruct-run3-raw_finals_of_all_chunks_employment_zero_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run3/employment/zero/csv/qwen3-coder-30b-a3b-instruct-run3-raw_finals_of_all_chunks_employment_zero_csv.csv,1027,0,0.0,18,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run3,3,employment,zero
qwen3-coder-30b-a3b-instruct-run3-raw_finals_of_all_chunks_hatecrime_few_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run3/hatecrime/few/csv/qwen3-coder-30b-a3b-instruct-run3-raw_finals_of_all_chunks_hatecrime_few_csv.csv,1034,16,1.5473887814313347,20,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run3,3,hatecrime,few
qwen3-coder-30b-a3b-instruct-run3-raw_finals_of_all_chunks_hatecrime_one_csv.csv,data/generated/qwen3-coder-30b-a3b-instruct-run3/hatecrime/one/csv/qwen3-coder-30b-a3b-instruct-run3-raw_finals_of_all_chunks_hatecrime_one_csv.csv,1050,35,3.3333333333333335,20,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct-run3,3,hatecrime,one
