activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,38900,OR,4105.0,4105390070.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,485000.0,82.0,6.875,2.0,0,9800,4100,3200,1700,600,360,0,0,2,2,2,2,591463,1,1,1,5,1,,135000.0,34.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,45300,WI,5503.0,5503790010.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,285000.0,85.0,7.125,2.25,0,7100,3000,2400,1200,400,360,0,0,2,2,2,2,335294,1,1,1,5,1,,85000.0,38.0,1,1,2,2,1,1,5,5,1,1,2,2,1,1,35-44,35-44,No,No,1,1
2024,14460,CO,8031.0,8031410020.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,555000.0,78.0,6.625,1.5,0,11800,4900,3800,2000,800,360,0,0,2,2,2,2,711538,1,1,1,5,1,,175000.0,30.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,22020,GA,1309.0,1309010700.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,Loan originated,1,315000.0,92.0,7.25,2.5,0,8900,3800,2900,1600,700,360,0,0,2,2,2,2,342391,1,1,1,5,1,,95000.0,45.0,1,1,1,1,1,1,3,3,1,1,1,1,1,1,35-44,25-34,No,No,1,1
2024,24500,HI,15003.0,15003021004.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Loan originated,1,725000.0,68.0,6.375,1.25,0,14200,5800,4500,2300,1000,360,0,0,2,2,2,2,1066176,1,1,1,5,1,,225000.0,26.0,1,1,2,2,1,1,2,2,1,1,2,2,1,1,35-44,35-44,No,No,1,1
2024,10580,AL,1073.0,1073011500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Application denied by financial institution,1,195000.0,,8.375,3.5,0,,,,,400,,,2,2,2,2,2,232143,1,1,3,5,1,,65000.0,52.0,1,1111,2,5,1,4,5,8,1,4,1,5,1,4,45-54,9999,No,,1,1
2024,38300,OK,4013.0,4013390200.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,235000.0,88.0,7.375,2.75,0,7600,3200,2500,1300,500,360,0,0,2,2,2,2,267045,1,1,1,5,1,,72000.0,42.0,1,1,2,2,1,1,5,5,1,1,2,2,1,1,45-54,45-54,No,No,1,1
2024,29820,KS,20045.0,2004515030.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,275000.0,90.0,7.125,2.25,0,8200,3500,2700,1500,600,360,0,0,2,2,2,2,305556,1,1,1,5,1,,85000.0,40.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,36540,NV,3203.0,3203031500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,465000.0,83.0,6.875,2.0,0,10200,4300,3400,1800,700,360,0,0,2,2,2,2,560241,1,1,1,5,1,,150000.0,33.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,45060,UT,49035.0,4903515030.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,485000.0,75.0,6.75,1.75,0,10800,4600,3600,1900,800,360,0,0,2,2,2,2,646667,1,1,1,5,1,,165000.0,29.0,1,1,2,2,1,1,5,5,1,1,2,2,1,1,25-34,25-34,No,No,1,1
2024,30780,KY,21067.0,2106704010.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,245000.0,87.0,7.25,2.5,0,7700,3300,2600,1400,600,360,0,0,2,2,2,2,281609,1,1,1,5,1,,75000.0,43.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,36580,NY,36001.0,3600195030.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,Loan originated,1,385000.0,82.0,6.875,1.75,0,9200,3900,3100,1600,600,360,0,0,2,2,2,2,469512,1,1,2,5,1,,125000.0,35.0,1,1,2,2,1,1,3,3,1,1,2,2,1,1,35-44,35-44,No,No,1,1
2024,12020,AR,5045.0,5045020300.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,185000.0,92.0,7.5,3.0,0,6800,2900,2300,1200,500,360,0,0,2,2,2,2,201087,1,1,1,5,1,,58000.0,46.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,45-54,45-54,No,No,1,1
2024,39300,PA,4203.0,4203305030.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,315000.0,85.0,7.0,2.0,0,8400,3600,2800,1500,600,360,0,0,2,2,2,2,370588,1,1,1,5,1,,95000.0,37.0,1,1,2,2,1,1,5,5,1,1,2,2,1,1,35-44,35-44,No,No,1,1
2024,47580,SC,45019.0,4501901030.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,295000.0,88.0,7.125,2.25,0,8100,3400,2700,1400,600,360,0,0,2,2,2,2,335227,1,1,1,5,1,,88000.0,41.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,22060,LA,22055.0,2205500140.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,Loan originated,1,225000.0,93.0,7.375,2.75,0,7500,3200,2500,1400,600,360,0,0,2,2,2,2,241936,1,1,1,5,1,,68000.0,47.0,1,1,1,1,1,1,3,3,1,1,2,2,1,1,25-34,25-34,No,No,1,1
2024,30700,ME,23005.0,2300505030.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,285000.0,80.0,6.875,2.0,0,7800,3300,2600,1400,500,360,0,0,2,2,2,2,356250,1,1,2,5,1,,85000.0,36.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,34940,NJ,34003.0,3400315030.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Loan originated,1,625000.0,72.0,6.5,1.5,0,12800,5200,4100,2100,900,360,0,0,2,2,2,2,868056,1,1,1,5,1,,250000.0,27.0,1,1,2,2,1,1,2,2,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,31080,MD,24003.0,2400350700.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,Loan originated,1,425000.0,78.0,6.75,1.75,0,10200,4300,3400,1800,700,360,0,0,2,2,2,2,544872,1,1,1,5,1,,155000.0,31.0,1,1,2,2,1,1,3,3,1,1,2,2,1,1,35-44,35-44,No,No,1,1
2024,13820,CA,6059.0,6059701100.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,File closed for incompleteness,32,75000.0,,,,0,,,,,,180,,2,2,2,2,2,425000,1,1,3,5,1,,125000.0,40.0,1111,1111,2,5,4,4,5,8,4,4,1,5,1,4,45-54,9999,No,,1,1
2024,41180,TX,9148.0,9148720500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Loan originated,1,345000.0,89.0,7.125,2.25,0,9100,3900,3000,1600,700,360,0,0,2,2,2,2,387640,1,1,1,5,1,,105000.0,39.0,1,1,1,1,1,1,5,5,1,1,1,1,1,1,35-44,25-34,No,No,1,1
2024,17140,OH,3911.0,3911330050.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,235000.0,86.0,7.0,2.0,0,7200,3100,2400,1300,500,360,0,0,2,2,2,2,273256,1,1,1,5,1,,75000.0,39.0,1,1,2,2,1,1,5,5,1,1,2,2,1,1,45-54,45-54,No,No,1,1
2024,12540,AZ,4013.0,4013701200.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,395000.0,84.0,6.875,2.0,0,9600,4000,3200,1700,700,360,0,0,2,2,2,2,470238,1,1,1,5,1,,135000.0,33.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,17460,OK,4014.0,4014270200.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Male,Loan originated,1,205000.0,91.0,7.375,2.75,0,7100,3000,2400,1300,500,360,0,0,2,2,2,2,225275,1,1,1,5,1,,65000.0,45.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,35-44,9999,No,,1,1
2024,35380,NM,35001.0,3500101030.0,FHA-insured:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,Loan originated,1,265000.0,96.5,7.0,,0,8800,3900,3000,1700,800,360,0,0,2,2,2,2,274611,1,1,1,5,1,,75000.0,48.0,1,1,1,1,1,1,5,5,1,1,2,2,1,1,25-34,25-34,No,No,1,1
2024,18140,OR,4105.0,4105390900.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,515000.0,76.0,6.625,1.5,0,11200,4700,3700,1900,800,360,0,0,2,2,2,2,677632,1,1,1,5,1,,185000.0,30.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,18580,PA,4205.0,4205500300.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,295000.0,83.0,6.875,1.75,0,8200,3500,2800,1500,600,360,0,0,2,2,2,2,355491,1,1,1,5,1,,98000.0,35.0,1,1,2,2,1,1,5,5,1,1,2,2,1,1,45-54,45-54,No,No,1,1
2024,47940,SC,45021.0,4502103080.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Loan originated,1,275000.0,90.0,7.25,2.5,0,8100,3400,2700,1500,600,360,0,0,2,2,2,2,305556,1,1,1,5,1,,82000.0,42.0,1,1,2,2,1,1,3,3,1,1,1,1,1,1,35-44,25-34,No,No,1,1
2024,18980,RI,44003.0,4400303020.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,465000.0,73.0,6.5,1.5,0,10600,4400,3500,1800,800,360,0,0,2,2,2,2,636986,1,1,1,5,1,,185000.0,28.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,49340,TN,47013.0,4701302030.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,325000.0,87.0,7.0,2.0,0,8800,3700,2900,1600,700,360,0,0,2,2,2,2,373563,1,1,1,5,1,,105000.0,37.0,1,1,2,2,1,1,5,5,1,1,2,2,1,1,35-44,35-44,No,No,1,1
2024,19380,SC,45001.0,4500101070.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,305000.0,89.0,7.125,2.25,0,8500,3600,2800,1500,600,360,0,0,2,2,2,2,342697,1,1,1,5,1,,95000.0,40.0,1,1,2,2,1,1,5,5,1,1,1,1,1,1,45-54,35-44,No,No,1,1
2024,49700,TX,9149.0,9149720100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Loan originated,1,375000.0,91.0,7.25,2.5,0,9800,4200,3200,1800,800,360,0,0,2,2,2,2,412088,1,1,1,5,1,,115000.0,43.0,1,1,1,1,1,1,5,5,1,1,1,1,1,1,35-44,25-34,No,No,1,1
2024,20100,UT,49035.0,4903515090.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,485000.0,74.0,6.625,1.5,0,10800,4500,3600,1800,800,360,0,0,2,2,2,2,655405,1,1,1,5,1,,175000.0,29.0,1,1,2,2,1,1,5,5,1,1,2,2,1,1,25-34,25-34,No,No,1,1
2024,20580,VA,51059.0,5105903050.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Loan originated,1,585000.0,71.0,6.375,1.25,0,12200,5000,3900,2000,900,360,0,0,2,2,2,2,823944,1,1,1,5,1,,235000.0,26.0,1,1,2,2,1,1,2,2,1,1,1,1,1,1,35-44,35-44,No,No,1,1
2024,20740,VT,50001.0,5000101090.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,315000.0,78.0,6.75,1.75,0,8600,3700,2900,1600,600,360,0,0,2,2,2,2,403846,1,1,2,5,1,,105000.0,32.0,1,1,2,2,1,1,5,5,1,1,2,2,1,1,45-54,45-54,No,No,1,1
