activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,12060,AZ,13.0,04013101500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,525000,0.8,6.5,1.8,0,10200,3000,4200,1800,650,360,0,0,2,2,2,2,655000,1,1,3,5,1,125000,0.3,1,1,2,5,2,4,2,5,2,4,1,5,2,4,45-54,35-44,No,No,1,1,
2024,35620,CA,37.0,06037150300.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Loan originated,31,125000,0.35,8.75,4.2,0,5500,1500,2000,900,250,180,0,0,2,2,2,2,350000,1,1,3,5,1,85000,0.48,1,1,2,2,2,2,2,1,2,2,2,5,2,2,35-44,35-44,No,No,1,1,
2024,38300,SC,63.0,45063020700.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Application withdrawn,1,375000,0.82,7.8,2.9,0,0,0,0,0,0,0,0,0,2,2,2,2,455000,1,1,3,5,1,95000,0.38,1,6,2,5,2,4,2,5,6,4,1,5,2,4,35-44,9999,No,9999,1,1,
2024,18140,GA,135.0,13073011200.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Loan originated,1,285000,0.9,6.6,1.3,0,6200,1700,2300,950,300,360,0,0,2,2,2,2,315000,1,1,3,5,1,72000,0.36,1,1,2,3,2,3,2,3,2,3,2,5,2,3,25-34,25-34,No,No,1,1,
2024,12060,AZ,13.0,04013050800.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,Loan originated,1,485000,0.78,6.9,2.1,0,9800,2800,3900,1700,600,360,0,0,2,2,2,2,620000,1,1,3,5,1,115000,0.33,1,1,1,1,1,1,1,5,1,1,1,5,1,1,35-44,35-44,No,No,1,1,
2024,35620,CA,37.0,06037261500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Loan originated,1,695000,0.72,6.25,1.6,0,15500,4400,6200,2700,1000,360,0,0,2,2,2,2,965000,1,1,3,5,1,185000,0.26,1,1,2,2,2,2,2,1,2,2,2,5,2,2,45-54,35-44,No,No,1,1,
2024,22020,HI,3.0,15003010800.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,Loan originated,1,925000,0.68,5.5,1.0,0,20000,5800,8000,3500,1400,360,0,0,2,2,2,2,1350000,1,1,3,5,1,250000,0.22,1,1,2,7,2,7,2,7,2,7,2,5,2,7,35-44,45-54,No,No,1,1,
2024,38060,TX,113.0,48113031500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Application denied,1,350000,0.87,8.1,3.1,0,0,0,0,0,0,0,0,0,2,2,2,2,402000,1,1,3,5,1,85000,0.47,1,6,1,1,1,1,1,5,6,1,1,5,6,1,25-34,9999,No,9999,1,1,
2024,17140,MI,99.0,26163022100.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,185000,0.94,7.25,1.9,0,6200,1700,2200,900,250,360,0,0,2,2,2,2,196000,1,1,3,5,1,52000,0.43,1,1,2,5,2,4,2,5,2,4,1,5,2,4,35-44,35-44,No,No,1,1,
2024,35620,CA,37.0,06037082100.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,31,165000,0.4,8.5,3.8,0,6800,1900,2500,1100,350,240,0,0,2,2,2,2,410000,1,1,3,5,1,95000,0.45,1,1,2,5,2,4,2,5,2,4,1,5,2,4,45-54,35-44,No,No,1,1,
2024,33460,OH,35.0,39035061500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Loan originated,1,225000,0.84,7.5,2.3,0,5800,1600,2200,950,300,360,0,0,2,2,2,2,268000,1,1,3,5,1,58000,0.39,1,1,2,2,2,2,2,3,2,2,2,5,2,2,35-44,25-34,No,No,1,1,
2024,12060,AZ,13.0,04013092200.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Application approved but not accepted,1,395000,0.79,7.2,2.5,0,0,0,0,0,0,0,0,0,2,2,2,2,500000,1,1,3,5,1,98000,0.35,1,6,2,5,2,4,2,5,6,4,1,5,2,4,45-54,35-44,No,No,1,1,
2024,35620,CA,37.0,06037120800.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Female,Loan originated,1,625000,0.77,6.75,2.2,0,13200,3800,5200,2300,850,360,0,0,2,2,2,2,810000,1,1,3,5,1,155000,0.31,1,1,1,1,1,1,1,5,1,1,1,5,1,1,35-44,35-44,No,No,1,1,
2024,19100,FL,57.0,12057041500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,465000,0.81,6.8,2.0,0,10500,3000,4200,1900,700,360,0,0,2,2,2,2,575000,1,1,3,5,1,120000,0.32,1,1,2,5,2,4,2,5,2,4,1,5,2,4,45-54,45-54,No,No,1,1,
2024,42650,WI,79.0,55079010800.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,205000,0.91,7.0,1.6,0,7200,2000,2600,1100,350,360,0,0,2,2,2,2,225000,1,1,3,5,1,55000,0.4,1,1,2,5,2,4,2,5,2,4,1,5,2,4,25-34,35-44,No,No,1,1,
2024,22020,HI,3.0,15003030500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Loan originated,1,1150000,0.65,5.25,0.9,0,22000,6400,8800,3800,1500,360,0,0,2,2,2,2,1750000,1,1,3,5,1,280000,0.2,1,1,2,2,2,2,2,1,2,2,2,5,2,2,45-54,45-54,No,No,1,1,
2024,38060,TX,113.0,48113042800.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Application denied,1,425000,0.83,8.0,3.0,0,0,0,0,0,0,0,0,0,2,2,2,2,512000,1,1,3,5,1,105000,0.43,1,6,1,1,1,1,1,5,6,1,1,5,6,1,35-44,9999,No,9999,1,1,
2024,35620,CA,37.0,06037240200.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Loan originated,31,185000,0.38,8.9,4.1,0,7500,2100,2800,1250,400,180,0,0,2,2,2,2,485000,1,1,3,5,1,105000,0.49,1,1,2,2,2,2,2,1,2,2,2,5,2,2,35-44,35-44,No,No,1,1,
2024,12060,AZ,13.0,04013111800.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,555000,0.76,6.6,1.8,0,11800,3400,4700,2100,750,360,0,0,2,2,2,2,730000,1,1,3,5,1,135000,0.29,1,1,2,5,2,4,2,5,2,4,1,5,2,4,45-54,35-44,No,No,1,1,
2024,19740,GA,135.0,13051030800.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Loan originated,1,315000,0.88,6.4,1.2,0,6800,1900,2600,1100,350,360,0,0,2,2,2,2,358000,1,1,3,5,1,82000,0.34,1,1,2,3,2,3,2,3,2,3,2,5,2,3,25-34,25-34,No,No,1,1,
2024,35620,CA,37.0,06037190500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Loan originated,1,685000,0.73,6.5,2.1,0,14800,4200,5800,2500,900,360,0,0,2,2,2,2,935000,1,1,3,5,1,165000,0.27,1,1,1,1,1,1,1,5,1,1,1,5,1,1,35-44,35-44,No,No,1,1,
2024,19100,FL,57.0,12057021900.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Loan originated,1,510000,0.82,6.9,2.1,0,11200,3200,4400,2000,700,360,0,0,2,2,2,2,620000,1,1,3,5,1,130000,0.33,1,1,2,5,2,4,2,5,2,4,1,5,2,4,45-54,45-54,No,No,1,1,
2024,42650,WI,79.0,55079021500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,File closed for incompleteness,1,245000,0.79,7.8,2.7,0,0,0,0,0,0,0,0,0,2,2,2,2,310000,1,1,3,5,1,68000,0.41,1,6,2,5,2,4,2,5,6,4,1,5,2,4,35-44,9999,No,9999,1,1,
2024,22020,HI,3.0,15003042100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Loan originated,1,1050000,0.69,5.75,1.1,0,21000,6100,8400,3600,1400,360,0,0,2,2,2,2,1520000,1,1,3,5,1,265000,0.24,1,1,2,2,2,2,2,1,2,2,2,5,2,2,35-44,45-54,No,No,1,1,
2024,38060,TX,113.0,48113052100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,Application denied,1,395000,0.86,8.2,3.2,0,0,0,0,0,0,0,0,0,2,2,2,2,460000,1,1,3,5,1,95000,0.46,1,6,1,1,1,1,1,5,6,1,1,5,6,1,25-34,9999,No,9999,1,1,
2024,35620,CA,37.0,06037271800.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Loan originated,31,205000,0.42,8.6,3.9,0,8200,2300,3100,1400,450,240,0,0,2,2,2,2,485000,1,1,3,5,1,115000,0.47,1,1,2,2,2,2,2,1,2,2,2,5,2,2,35-44,35-44,No,No,1,1,
2024,12060,AZ,13.0,04013061500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Application withdrawn,1,475000,0.81,7.4,2.4,0,0,0,0,0,0,0,0,0,2,2,2,2,585000,1,1,3,5,1,110000,0.36,1,6,2,5,2,4,2,5,6,4,1,5,2,4,45-54,9999,No,,,,
